E,c,phi,k,gamma,sigma0,depth,t_support,GSI,u_crown,u_invert,FoS,P_index
2.7045736886119047,3.033828852530387,34.59289666029804,1.7439096096474592e-06,22.988184052037106,1.5408646711498963,42.06076534793907,19.50872934910569,55.77318802054196,2.9417079534351562,2.067376221617795,3.3668853955269946,0.0
19.897725953905606,3.5304281082307267,31.775037760891955,5.178724846528087e-06,18.290066110903073,5.369827522194282,169.15468816517915,15.962247712949704,46.228927393373,3.9817068161349294,3.2326062256083046,3.544168267103755,0.0
27.85088209178951,4.2246179369772605,24.002588447615135,3.655040849709781e-06,19.464269378404627,4.6214946257133835,338.9840076010561,34.9416417489762,47.7452406258174,6.697780290765888,5.093938457569733,3.4928323059420023,0.0
2.368578066763979,3.446180283353608,30.57900670208508,3.898131565172235e-06,18.27278157708206,12.121902834788107,87.07444243239628,18.232177100775264,48.168706893929084,3.133507575050819,2.5550147426377308,3.4005544013349924,0.0
7.720398784907819,2.6445193413490338,33.93317376432962,9.992397521769935e-06,24.58144570255969,5.075795740153106,43.12959423590714,37.27085072707423,74.73584328783917,2.039541426832515,2.033451978197759,3.249482103259361,0.0
7.273463897849495,2.1007949123694054,29.216724984762855,8.842156761312547e-06,25.86475365493883,2.411770572993352,119.46721148654206,18.82040659978504,75.9647486492859,2.543368778910842,2.112990178133495,2.9893888443979653,0.0
17.67334607132017,3.7540382779398245,21.65084188251836,2.1087634394738197e-06,20.1917191268178,12.076652349081968,28.903480198556238,17.612500873887868,52.33108052849165,1.0249625205133273,0.9165311311255789,3.33161628989011,0.0
27.139261716509036,0.6893156974767105,30.471266166776104,5.668039578135244e-06,19.819071659941496,7.469943109210175,192.16334923383334,22.044580802119352,52.31068319470212,3.9841927694511843,3.4325161708102123,2.2196326106003728,0.39152980079300065
0.6638413985481513,3.2951634102506127,35.1822134680329,7.0145967897308715e-06,23.856339796477762,7.9083198387864515,28.571503021448017,30.23278354787464,32.439449062443614,8.201098542984159,6.139811331045349,3.5255376595505807,0.0
21.2077413103345,1.6282508825521194,27.546449808669273,7.484468780498102e-06,19.2645644187495,4.63523314971283,444.51732389739607,11.423470814341611,56.9005844413053,9.995495949667337,8.512073231850772,2.4039794815515725,0.30181298412225493
4.499523639386883,2.792449580448728,24.967143340782805,8.891221214840122e-06,23.048311554159252,14.431317603331408,416.8319922487881,18.918073301528025,53.209731119701914,10.993438899648801,8.47807412193533,2.579350866635565,0.2644539581519927
1.4461693338437034,4.364499162837835,23.751569377684532,5.310830322409202e-06,19.241073947981473,8.392678755768566,215.58612450907754,18.933156806055877,75.48707564264666,6.978819870410542,5.846954195539116,3.602946903981362,0.0
13.935382524004162,1.7910800408106815,26.615607561057665,9.127306946281691e-06,18.443937357485332,1.1520241608570752,490.07218113382737,20.045799952039413,46.74231974289724,10.677138459905155,8.765783764101021,2.428538311290805,0.280731972529366
9.981639302723092,2.3660441385486166,27.651666053226027,1.3129789602835084e-06,18.89386501356975,10.82799497730693,463.3451837416593,24.899551798246744,68.89211260650752,9.709780143783027,7.497174206574993,2.4977582701052374,0.23775861695472067
17.199515765575597,4.716696655706725,27.8697344559545,1.6648336174070777e-06,18.598610641124065,14.991672904024469,484.8616502616647,32.52200487180853,45.3294733988935,10.527240309348453,8.724458088508792,3.3046461848342448,0.0
29.439424034654163,4.113602070912382,23.30558024395502,9.874093219805484e-06,25.46521109924188,10.289634864716598,322.12086183917825,35.337009980218085,31.030520473696466,7.105038519045637,5.833374645160503,3.3815182027663493,0.0
24.771976145238124,0.3620384238772385,35.78461483487495,6.399060309706948e-06,25.274550003541876,9.239882027438476,392.788327512533,21.04207596378952,35.995665273507015,8.78624184095328,7.595987066083302,1.9807262720351242,0.5239545131751593
29.371191487006968,1.2839614601733602,43.81542710857746,8.73752288672622e-06,21.95660159942851,13.848015910654308,459.59541883779366,12.767454452243587,39.450992663695686,9.54378773694374,7.69304381495738,2.321190274812382,0.3392875925273829
14.838822694236342,3.1767899758262126,42.555653927184544,5.030262646500233e-06,19.41917275829881,8.971945450015323,252.2536593681056,10.365515737045891,84.75384507519516,4.985475739517708,3.9558175921573873,3.1908775416467723,0.0
20.977954729215327,1.4012654349913032,30.360891669904255,1.0303316810385965e-06,24.605281513071994,11.299955572387695,474.608910520472,16.728667105753765,81.77893335390874,10.224237201583872,8.024961002891636,2.2018756767886614,0.41493102751555555
23.35186285435777,3.9410876695984465,28.444301357799244,1.6840403511192943e-06,22.087062035686458,13.784293420841617,131.24764922396122,36.5399408098298,73.39192895990433,2.911751099789658,1.8063942984263748,3.4956031322976227,0.0
6.472580909842554,0.06014173848216581,39.23032851132818,6.857020339760925e-06,20.964495696152582,9.521824788625846,89.05134863180159,24.478957091124194,57.943706609085226,2.4570203295040223,1.87014799417787,2.1078469022409294,0.4153992540436512
4.171317701179082,0.21612357378097402,27.43062429592836,5.1523903120178025e-06,21.375006427543855,12.93359856323065,134.17624776235814,15.25096009519913,48.26393420369989,3.676859542202351,2.858718115484218,1.9220285341742356,0.5555813930718623
25.797140396191846,3.694397109103251,44.80508427983989,2.0675102618175375e-06,18.672414720005015,14.058451092003427,109.82351240646209,13.428181478041104,46.44883488149564,2.9306930783161422,2.4231719174201443,3.480530036144822,0.0
20.869423965819845,0.3284113267850168,21.331486471316037,6.474426552612178e-06,18.518918806520237,5.168749502600854,470.9354273620022,10.171155743845535,47.15556808176105,10.50913685379704,7.980378549772893,1.744001315840137,0.6284438113539433
26.112832637151786,2.4340492522572204,31.81995228336753,5.603087927064641e-07,18.83617852368821,4.004752522744564,494.66537785330956,18.350599061934915,54.448592058208234,9.514355073273396,7.539780395262654,2.72718987522116,0.12708410198922565
8.809210770065489,4.931615137457233,30.942338125149185,4.812579262001358e-06,25.354838959569946,3.9779849789654773,84.18896038908707,11.473647582864992,58.25992222057444,2.6059211179072785,2.2576123119324576,4.186326376791328,0.0
4.2086602904226655,3.8840063935949205,40.572850687162116,7.356005838548211e-06,25.58935664273822,11.834268630872689,346.4079617978614,19.783874506436913,68.91763050613994,7.95526497864207,6.566864885561412,3.43150464679478,0.0
3.222168583050508,1.4290613052432168,28.769053184006722,3.8101610963312897e-06,23.153892667106376,5.767900555092988,254.7297222015059,26.629513789801774,78.83020286260538,5.931483891559802,4.187242560406643,2.408456473420555,0.2910352024336766
5.255772115735207,0.15828277151031112,33.891661401202896,3.53625301369584e-07,22.266613127542914,13.517679804388017,136.65488994006955,28.153239073060302,71.52643508727908,3.7760454798650938,3.232758366488042,1.955779074158298,0.4976013719764727
28.40307656275452,4.673009448918729,38.9746506120597,6.010675060524938e-06,21.161455873559007,6.017390659030732,257.7233793669486,19.524185726626616,45.130126544633484,4.939545220337544,3.8776640023335878,3.945861111855999,0.0
18.424082619405,3.814102556223827,38.33744988813683,8.765618212032283e-06,20.046303680665687,3.334300247927896,418.36133145932126,13.789009765998225,63.573926517810506,7.8859946926574604,6.253292490876403,3.387413543323267,0.0
21.941390020701792,0.7125008735833442,32.82362878196392,9.546156979886968e-06,22.570278094129446,1.577931654757627,271.93185513282066,12.872641331922246,82.61125240575244,5.314488739981708,3.542236381028615,2.306900440854495,0.35165783757166447
1.6971639251572692,3.317536299443171,42.46602723307062,8.063979454543752e-06,23.861220499256774,2.483769693196656,201.85034841205376,32.02540567182335,53.84212462288096,6.4848222515344816,5.63592914999495,3.4148846031012834,0.0
11.635346109704173,2.324697373522677,22.071193340083624,4.302076005858321e-06,26.029631776282137,12.132077145694218,365.7022640369554,26.605999419976154,55.66325541344208,7.439219647241821,6.004415383296846,2.5998987466347145,0.19929274154032153
10.77842743888363,3.0260136198181624,37.01069503283817,6.1096351711138985e-06,25.242323516023184,1.908060213572125,375.3183920518974,17.45487299163741,50.18780079979142,7.335960617196305,5.4093303658002325,3.0713953916397374,0.0
29.998096079747533,4.2284014190423305,40.03860347741211,6.125152604372114e-06,19.259668721730286,14.860178410105458,23.032016901562503,19.643643466410705,49.37148698559176,0.45520104806282935,0.4767213109252034,3.6893704882480516,0.0
10.520799825107623,0.6086837818883274,40.6343659417103,7.4351061429050435e-06,25.278899970792388,12.408705315775912,126.3323105237555,23.666905503639597,83.6439948795913,2.666397186120947,2.236461281150865,2.3278516083749947,0.3511589013837883
10.410032286406784,2.948483772283924,33.13774604019227,5.710325319697111e-06,26.162598049829633,6.9364933770524955,453.0326656621656,26.24031944260178,45.4680561476662,9.747820758105792,8.165019852364532,3.0150115200906047,0.006791440638043203
5.267585348635933,0.9106385153500959,41.284784196379505,5.499098168442852e-06,24.40866081676083,9.621331139590996,409.4643050123883,29.963755325678207,57.45193500450003,9.451943755915664,7.4686483739452685,2.160681766063379,0.42839561131215836
7.483413157270727,4.124947132815547,30.162085819378667,7.544149199619536e-06,18.31548227405103,13.184897042099886,317.32697704455035,28.291868868697915,69.61716922698015,7.162430982299365,5.733543606521069,3.368231652840316,0.0
6.636101449942741,3.207134425119089,20.669038723052125,7.179129179193699e-07,19.27399949144456,7.415666361102968,107.24855758384341,12.577089888246627,44.63451788818999,2.820458055110123,2.063524104016726,3.2793962504614043,0.0
3.5273002174995294,2.725817486942291,40.32841504382563,4.660189657357134e-07,18.727067743859873,7.98609678498823,168.7957958193443,22.87813579840286,84.85933512007333,4.684071368873874,3.926641679296921,3.1795658044309327,0.0
13.209519984933713,1.572485150819899,42.68383555446786,7.661498042498935e-06,19.758836463395607,1.8897681697272826,341.46489873986184,10.52443972622017,55.964217532753935,6.836783804860662,5.234379941386015,2.6579112447693976,0.17254022287901735
22.8388343708328,1.755120265901688,32.11735663935008,6.394563259131806e-06,23.772645311887032,12.30171213547514,197.43693622064396,32.13431687948636,76.18891650905721,3.776726432754573,2.75348399107959,2.5554778127547446,0.20982105323806938
27.630899815668666,0.7617750153514226,26.79612558610512,7.59462232238908e-06,23.350355369658367,4.307122635927523,104.22470734915255,22.77464203075243,67.85824510388295,2.639207143922257,2.0910264538038295,2.303964204059668,0.36256128240423685
14.672200582689307,4.533253318164582,40.652427911621196,8.020177284217677e-06,25.313039282976938,7.398268285199049,376.4593148168073,12.24981474345604,62.30991367777786,7.030932424434974,5.256986808156831,3.7070480144672677,0.0
23.282801898226005,2.0965694477110217,40.00078843967928,4.6230126664821655e-06,24.133849525859727,6.8539011257282745,275.1323202491177,38.53860794160944,38.45005435491382,5.6900087145346925,5.032646337189524,2.8218294796140446,0.11505266028191277
18.070824304521132,0.6205354800022723,27.579583485996288,1.170458492797001e-06,25.846570031704097,3.566630862247224,169.28955131056057,14.76800155531759,50.47263201527976,3.5345725560859,3.4058380631912826,2.2614955493497324,0.35062903729013
23.0925328122557,2.961396299148899,43.22408836395064,3.4259371037874663e-06,24.485954354031744,2.989643006052908,218.5079056832703,12.07924975471781,41.5532645001265,4.927637658479478,3.8060331011570376,3.2884078977166182,0.0
20.0565956539094,1.1825622572140064,37.08113834937067,9.715884799737922e-07,18.43587803529456,1.2833728371477608,495.2522630284518,22.4130461557462,64.11336006536865,9.464142241771949,7.15533529145041,2.2778900239432307,0.4016409351404331
1.43570275509985,3.1749097045119257,42.49534921866625,9.405198245739718e-07,19.03403825189723,10.38849254871879,394.8433302770176,17.885860437831596,65.43058863404062,11.413674608644243,9.231917298586014,3.1232230387653743,0.0
28.625100061142117,4.1749609366256815,42.72521041649826,9.077807291043818e-06,25.378973514658462,12.386495744405282,282.49045840206253,32.305957390520646,62.52951498151148,6.011450232231536,4.664529430394552,3.6110992879455392,0.0
28.091223259340257,3.381539634039476,30.177364233704083,6.91969235448584e-06,20.058329657418117,11.968982395889434,188.84208943621192,21.51124106005613,42.711608225894885,3.0257113700857134,2.77297343582698,3.2098119507843,0.0
27.09396373382612,2.850906308746651,39.17260641591575,7.393429625203515e-06,26.90193733975388,2.1113092099489092,424.6682423630349,33.282929004027864,80.27118854827451,8.155766520063505,6.288469237391833,3.0435701824334855,0.0
28.59230815462768,0.7416345896620394,32.569641500192915,7.039475702403102e-06,22.820094727998864,7.352595063320619,343.5446202944795,20.88889289479622,80.68395154213918,7.023805846786671,5.78239864415787,2.0890713269751426,0.45194476988329324
9.397813618827428,4.758132197540791,35.41191004810312,5.774888734117976e-06,18.824864077601752,4.514059002643904,259.359876406662,23.591899838092708,31.53487936304194,5.9975032818520555,4.832200702299152,3.95457192521652,0.0
5.671796146486979,4.8628966567398715,34.67464121825383,2.6926918928582713e-06,21.428015807913326,11.774280519466068,172.83715310066628,32.10371778014098,39.933171933130495,4.445122037408049,3.3532191767424164,3.8851320998712953,0.0
2.2586957143279864,1.52304367568726,41.10310686638439,7.26458547073243e-06,19.286681526241345,10.990584576072814,340.7605756466824,10.50589137000584,35.27990916348096,9.356696925758115,7.557372489154075,2.4780713207369724,0.2555900707101016
20.35125158074511,1.0787632362407769,38.29616010492312,5.593709822904157e-06,26.64145869481333,1.7245107214798876,178.78941127771094,36.949800098866284,47.261068848032956,3.2953189651242365,2.899814939641844,2.6191107763429065,0.19602586200225264
27.194425106125337,3.5705265858434467,20.463009110028988,6.05335151978657e-07,18.715634881154426,14.097404689581401,381.4553301881268,39.46178354526517,84.4598538805362,7.031263121909581,5.651065053244284,2.954052220431217,0.04958021830511575
28.667219700373963,3.1544972105299482,35.30497348234347,5.2202235877282126e-06,19.616553915169167,0.6497848843337478,487.1746893567438,15.114475230541817,81.2195027654742,9.993242792241944,8.023779633331433,3.056410226999825,0.0
17.36070519630681,3.7314287640442507,27.41257729778301,3.0427417083459988e-06,19.704861104719534,8.342660347984038,198.2465915969543,33.14378468988251,49.35298064511982,3.653347714285001,2.6608431430718986,3.3517908222545993,0.0
28.416755679988505,0.9420616372252397,40.751555292211336,5.906508805007042e-06,24.2130556672444,9.265652258579992,109.32510089139568,25.68630906526662,31.322333037137344,1.9492589985416795,1.9026686382045845,2.5460963383815867,0.21787299986477612
24.448558220227977,3.3846356794955725,33.65511681151103,4.001162989842131e-06,25.194665285856587,1.295240917374101,472.82986057316674,14.354055899295767,76.10256756350788,10.162080775535456,8.44302859387132,3.1553865452501624,0.0
25.833137831812387,2.196110370198589,38.087543885636386,1.5555074614250609e-07,21.001828043033424,6.8367319598360465,479.72852880267135,33.90980216022699,34.13261276442397,9.897415197384392,7.794764401301565,2.62233830294899,0.20991156217607673
13.193905388371604,2.667618836171861,33.62094764544678,1.2501535526211409e-06,26.910516065590706,1.13409954207642,159.93997353588995,19.05394213974325,42.90272324375258,3.3199311277341996,2.618658364342461,3.163915519777234,0.0
0.5634930530953072,4.739912616349731,24.572544220743282,7.83508955874971e-06,25.12283079977684,14.232162125421649,364.94847145301367,35.252558935115864,38.067401387812275,15.837345150570082,13.094142322263165,3.431295448839558,0.0
18.494211816683936,3.582938075088101,39.883172370635464,1.429874511975113e-06,24.29564155737861,1.5295708386437892,121.3423210013481,29.035116394725062,63.48190099099997,3.0248825675446978,2.0798348077215216,3.6416149661159354,0.0
2.614421747235336,1.5117722976411865,26.581404910259153,3.2015538190337325e-06,19.1023956014783,9.273608431588448,426.549108169161,24.843305923470975,75.07318819029301,10.56956183653193,8.63693598663318,2.3429220505703587,0.35575119881186634
1.4111416962781007,3.5856055984367243,28.756065834279283,1.722995697171767e-06,19.78870226641833,8.447265733888905,152.54052149059896,25.15129373756956,41.16638168277014,6.006639578813957,4.637727531111827,3.4332189311087276,0.0
8.199142737573597,1.4263181327166674,21.696006241275935,1.4769123642764662e-06,26.068084090667835,7.328581094086015,95.38844062966355,10.627673129664542,48.94890866815112,1.5907237049686298,1.8060023270003962,2.519187809416861,0.2507377946829713
21.262911614271975,3.246590653727221,44.86276228745358,7.0543645128808785e-06,26.22903658393321,6.056557863254037,103.10499351872889,11.832608428738292,42.2999427084045,3.280408120271041,2.643360514816434,3.5771715733092146,0.0
14.268386213521012,1.3117101800096673,33.09721482386799,9.484840587007175e-06,21.803450437163647,7.478110328193758,118.11234698629352,36.979685279877614,81.20223257954532,2.1149532926220918,2.070076189539686,2.5803667230275558,0.1799647186036139
4.670613061853291,0.42598309928040134,24.21180560728368,8.18278347151119e-06,19.27280664647855,8.258942146899596,368.3843302907464,16.894975839835098,75.30677502258433,8.731652500309183,6.7569237957090085,1.9466651249058509,0.5238800313815966
11.054541635118955,2.7785239897428378,36.308925679133196,3.0908142097009794e-06,24.783551471647908,9.033910229820096,341.67953459334626,16.176086004639092,42.80758185271206,8.07214972882978,6.083161178366544,3.0627276310185296,0.0
21.63606643265171,4.135556438181291,33.12682966333236,1.3473115792374775e-06,25.667717679201502,7.005930599128827,268.8069626391717,13.190831064073041,68.2525330993825,5.7189387524135915,4.504873164770539,3.627973384247402,0.0
3.255152948935529,1.8444364225983267,26.03053221682416,5.031638663893087e-06,23.979053085970847,11.79561344305508,157.76504219767673,32.719915405873515,36.85066065741914,4.406389380562182,3.6039165418337964,2.6091301279099226,0.20893657286128256
2.7984760296467686,4.150602095085364,40.036888633494584,9.30603558333943e-06,19.20248051649415,12.40330959617973,59.964579628432695,21.58539737350955,33.93800413171673,2.2961169750434562,1.683674075429841,3.7875444464928822,0.0
27.497551470204478,0.45778665570857213,42.362716251534266,2.270997961607767e-06,19.483655264377155,7.580844309799195,344.3873674876277,33.35367606562416,63.82861138936852,6.364567297770515,5.319146066098903,2.1114911320792706,0.42330627295204365
10.530767350386684,1.782380463455817,26.488907380831616,2.4110007893738885e-06,23.581480931461417,3.9700681751697475,383.39445859122765,24.258905586744273,81.70173866932939,8.351646745962313,6.618331326426722,2.4232455188972684,0.3091401744717676
28.520324985995938,2.5902587551907175,28.135644767500217,4.739296273940916e-07,19.187305219633455,10.070805454764134,257.98263961614236,11.505127260275469,36.5542182213027,6.103913398975594,4.258699570650494,2.825329930329262,0.08598197930339334
27.53655643349239,4.446420197892049,32.97572871504828,3.992993091743085e-09,22.11391347101636,10.07969299471189,30.681260569387483,25.075611775201534,78.53062731206109,0.6174121558782961,0.6597733184605371,3.8284706660610164,0.0
16.68384550398987,1.4838323957547779,35.736814857247,6.809199808948756e-06,20.276093951011603,7.943502241589166,499.4718944758981,15.925854680904962,54.08691498510923,10.042664227116132,7.76937026394876,2.2587196154751563,0.33999258428302337
16.879143152392327,1.194850218752768,35.475252719001844,9.55233107539256e-06,19.386197549741894,4.19310327618677,308.78130278745107,32.630082230303984,69.8317615550007,6.835913434059638,5.360251532744755,2.529732818011911,0.24388625959550395
27.027132509530915,2.1206163937530698,20.283025395576928,1.0161296982681711e-08,18.687844732920162,3.5683922817887614,248.0161024958312,29.605125246062705,43.0196559190756,4.819236661087609,4.321328689931894,2.7878003504681237,0.08058370091062778
19.834568627020214,4.459113060516501,37.291354932399564,9.441641253545757e-06,23.55243745272761,4.9669835456369125,352.1160465153299,30.654110756194587,54.43980736790856,7.447958536496284,6.490210346433354,3.7271472961746097,0.0
3.595631513008947,0.7355279437609529,35.92765463319128,8.873707030462981e-06,26.26248816565905,0.9224822012714977,418.9723655029984,17.141189204269466,78.12821864077394,9.820093461004072,7.683426738275415,2.2566828618304338,0.3529171633975965
21.99718761388264,3.8614628991258777,25.519302483281297,6.67522875176937e-06,18.61862944458011,0.9893997752136978,330.15671552662104,19.856642235491037,60.46934219137109,6.650882545149492,5.494042025309146,3.355227799156976,0.0
27.46331921647047,4.590018114206504,24.38777391660969,6.111078425159241e-06,18.293183562120806,1.0430015493285416,141.20483308374781,27.975166574326426,82.70173219777061,3.0162615929071865,2.247326927198956,3.9542293064328566,0.0
10.30895671413351,2.874925880607692,38.84286309992466,1.1362248079753192e-06,26.86796141652423,12.943602119184735,428.5344876402277,17.891659053983098,84.59518229888913,9.96522687638851,7.886119607441227,2.8979736690285094,0.03642561070100839
3.4641083956249172,1.1291637797569418,34.008197453498745,6.502077731576307e-06,19.97940784285776,11.070201306918376,493.66287458044246,33.279459301380825,51.48983739626949,11.633920676879926,9.125403917034376,1.9646932263345902,0.47285684622114554
29.90362631778585,3.9829831724957914,37.934828869408875,2.8785362860270683e-07,26.966574619862243,4.9421302492466195,279.3970476673031,17.350360075672675,69.22751280338844,6.33021299548497,4.546867292269031,3.6325637427291397,0.0
14.93259159598065,4.6516569016578995,24.91328206052774,3.0721561291607884e-06,19.36251169255607,11.669855491806775,273.37664416840767,20.910011569781297,57.62254349824603,5.366935729884754,4.322065151027916,3.5318181451305395,0.0
3.029996159909089,0.5061561726688787,24.192556592319676,3.4652102534101745e-06,24.42960146186733,14.919322800463751,31.308096083942626,11.247089081089952,63.9103620888015,2.8687525021192704,2.3814516177792666,2.016193215075229,0.49423416101471435
21.229812851513476,4.511941282818309,27.80688213293177,4.6609821140506365e-06,26.92334888692562,3.259491564950263,26.120632902345246,27.7216591744049,84.48930453655139,1.0954771782216595,0.6750812189839861,4.057850781098271,0.0
15.899136474705932,1.6191106214233173,28.86558320558556,5.149538698004389e-06,24.58545406513475,9.754498403454134,476.33560527727184,20.902074502508224,43.0515496851835,9.115317595223795,7.618591589610169,2.214522054898211,0.3980047975123306
20.41883584957193,1.9994290527649714,28.962110183632223,4.276677377027052e-07,22.034021055362686,0.5325900325983067,393.63946025776556,20.31546147425856,69.7102774861381,8.412168297553684,6.598910572914382,2.6493041250633604,0.20658533988144098
28.178956418343112,3.108922336569228,25.53540454424576,7.459435928280404e-06,21.94870704483834,8.318769051484924,343.76357846339715,31.749719924367078,73.55768978003746,6.811820037466174,5.258292482515235,3.0382642477149204,0.0
15.658633054633086,0.4998465042390157,44.39521345662508,1.4909476284907725e-06,18.256274099609815,11.721778878863145,180.59093662041764,36.64590220825883,58.404082218505366,3.171873638332228,2.6954498460982146,2.2136023084515566,0.3838219526873718
8.962907653547838,4.781127339250913,31.185877458631154,7.116725124631879e-06,23.805112518507826,6.923374229983328,25.4255429743183,19.750129285038877,71.7495110985446,1.1565696342283802,0.46245111039094555,4.0514084140262385,0.0
11.677484279780918,3.9008913360913775,42.90038585165678,2.8687963015798377e-06,19.953176712364087,12.374549313267662,469.44949476078995,29.76865918761059,37.6923744413367,10.103481756628803,8.354789114813883,3.262315566605079,0.0
